Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
19	'targetImageID',010,'distractorImageID',071,'targetImageFile','.\stim\010','distractorImageFile','.\stim\071','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',4.735921e+00,'targetY',4.437673e+00,'distractor01X',6.409873e+00,'distractor01Y',-5.227197e+00,'distractor02X',1.073974e+01,'distractor02Y',-1.196463e+01,'distractor03X',1.036806e+01,'distractor03Y',1.125811e+01,'distractor04X',2.002295e+02,'distractor04Y',1.998797e+02,'distractor05X',2.000373e+02,'distractor05Y',1.998743e+02,'distractor06X',1.999941e+02,'distractor06Y',2.007541e+02,'distractor07X',1.993467e+02,'distractor07Y',1.993783e+02,'distractorPerTrial',003,'targetLocation',002	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\010, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\071, 0, 0)	pic(.\stim\071, 0, 0)
20	'targetImageID',073,'distractorImageID',008,'targetImageFile','.\stim\073','distractorImageFile','.\stim\008','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.814026e+00,'targetY',-5.209455e+00,'distractor01X',1.045316e+01,'distractor01Y',-1.222657e+01,'distractor02X',1.068062e+01,'distractor02Y',1.267908e+01,'distractor03X',6.028017e+00,'distractor03Y',5.583778e+00,'distractor04X',1.996192e+02,'distractor04Y',1.994020e+02,'distractor05X',1.993319e+02,'distractor05Y',2.004244e+02,'distractor06X',1.998441e+02,'distractor06Y',1.997665e+02,'distractor07X',1.999426e+02,'distractor07Y',1.996191e+02,'distractorPerTrial',003,'targetLocation',003	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\073, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)
21	'targetImageID',024,'distractorImageID',057,'targetImageFile','.\stim\024','distractorImageFile','.\stim\057','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.030355e+01,'targetY',-1.184094e+01,'distractor01X',1.055292e+01,'distractor01Y',1.171316e+01,'distractor02X',5.071254e+00,'distractor02Y',3.913157e+00,'distractor03X',5.370171e+00,'distractor03Y',-3.790093e+00,'distractor04X',2.007327e+02,'distractor04Y',2.001675e+02,'distractor05X',1.999321e+02,'distractor05Y',2.001084e+02,'distractor06X',2.001499e+02,'distractor06Y',1.990581e+02,'distractor07X',1.991761e+02,'distractor07Y',2.005059e+02,'distractorPerTrial',003,'targetLocation',004	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\024, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)
22	'targetImageID',077,'distractorImageID',004,'targetImageFile','.\stim\077','distractorImageFile','.\stim\004','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.198900e+01,'targetY',1.142032e+01,'distractor01X',5.853714e+00,'distractor01Y',4.077733e+00,'distractor02X',6.125669e+00,'distractor02Y',-5.631186e+00,'distractor03X',1.138685e+01,'distractor03Y',-1.205011e+01,'distractor04X',1.990565e+02,'distractor04Y',1.994619e+02,'distractor05X',1.990529e+02,'distractor05Y',1.996001e+02,'distractor06X',1.992690e+02,'distractor06Y',1.996098e+02,'distractor07X',1.990801e+02,'distractor07Y',2.000402e+02,'distractorPerTrial',003,'targetLocation',001	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\077, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)	pic(.\stim\004, 0, 0)
23	'targetImageID',070,'distractorImageID',011,'targetImageFile','.\stim\070','distractorImageFile','.\stim\011','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.489122e+00,'targetY',4.668306e+00,'distractor01X',6.546388e+00,'distractor01Y',-4.250264e+00,'distractor02X',1.122935e+01,'distractor02Y',-1.246090e+01,'distractor03X',1.121076e+01,'distractor03Y',1.266418e+01,'distractor04X',2.007893e+02,'distractor04Y',2.004303e+02,'distractor05X',2.006029e+02,'distractor05Y',1.993922e+02,'distractor06X',2.008367e+02,'distractor06Y',2.006765e+02,'distractor07X',2.002267e+02,'distractor07Y',2.007987e+02,'distractorPerTrial',003,'targetLocation',002	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\070, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)	pic(.\stim\011, 0, 0)
24	'targetImageID',001,'distractorImageID',080,'targetImageFile','.\stim\001','distractorImageFile','.\stim\080','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.053395e+00,'targetY',-4.269544e+00,'distractor01X',1.108881e+01,'distractor01Y',-1.245669e+01,'distractor02X',1.153975e+01,'distractor02Y',1.305871e+01,'distractor03X',6.727193e+00,'distractor03Y',3.960758e+00,'distractor04X',2.004297e+02,'distractor04Y',2.001864e+02,'distractor05X',2.004170e+02,'distractor05Y',1.995076e+02,'distractor06X',1.991571e+02,'distractor06Y',2.007228e+02,'distractor07X',1.994557e+02,'distractor07Y',1.993283e+02,'distractorPerTrial',003,'targetLocation',003	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\001, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)	pic(.\stim\080, 0, 0)
25	'targetImageID',065,'distractorImageID',016,'targetImageFile','.\stim\065','distractorImageFile','.\stim\016','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.040518e+01,'targetY',-1.241945e+01,'distractor01X',1.080237e+01,'distractor01Y',1.265223e+01,'distractor02X',5.590846e+00,'distractor02Y',3.894129e+00,'distractor03X',5.728384e+00,'distractor03Y',-4.833911e+00,'distractor04X',2.004815e+02,'distractor04Y',1.997593e+02,'distractor05X',1.998081e+02,'distractor05Y',1.999818e+02,'distractor06X',2.004665e+02,'distractor06Y',2.001151e+02,'distractor07X',2.001176e+02,'distractor07Y',2.006197e+02,'distractorPerTrial',003,'targetLocation',004	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\065, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)
26	'targetImageID',029,'distractorImageID',052,'targetImageFile','.\stim\029','distractorImageFile','.\stim\052','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.118136e+01,'targetY',1.302816e+01,'distractor01X',5.660238e+00,'distractor01Y',4.951331e+00,'distractor02X',5.267351e+00,'distractor02Y',-5.629420e+00,'distractor03X',1.194981e+01,'distractor03Y',-1.185415e+01,'distractor04X',2.002919e+02,'distractor04Y',2.003535e+02,'distractor05X',1.994732e+02,'distractor05Y',1.997754e+02,'distractor06X',1.999829e+02,'distractor06Y',1.996277e+02,'distractor07X',2.009061e+02,'distractor07Y',1.994784e+02,'distractorPerTrial',003,'targetLocation',001	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\029, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)
27	'targetImageID',012,'distractorImageID',069,'targetImageFile','.\stim\012','distractorImageFile','.\stim\069','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.193177e+00,'targetY',4.309311e+00,'distractor01X',6.192996e+00,'distractor01Y',-3.746872e+00,'distractor02X',1.146836e+01,'distractor02Y',-1.224701e+01,'distractor03X',1.116666e+01,'distractor03Y',1.306145e+01,'distractor04X',1.993407e+02,'distractor04Y',1.992476e+02,'distractor05X',2.006271e+02,'distractor05Y',2.006153e+02,'distractor06X',1.995256e+02,'distractor06Y',1.997491e+02,'distractor07X',2.002254e+02,'distractor07Y',1.999480e+02,'distractorPerTrial',003,'targetLocation',002	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\012, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)	pic(.\stim\069, 0, 0)
28	'targetImageID',022,'distractorImageID',059,'targetImageFile','.\stim\022','distractorImageFile','.\stim\059','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.863134e+00,'targetY',-5.579587e+00,'distractor01X',1.127115e+01,'distractor01Y',-1.135434e+01,'distractor02X',1.034622e+01,'distractor02Y',1.262542e+01,'distractor03X',4.926628e+00,'distractor03Y',5.337763e+00,'distractor04X',1.990272e+02,'distractor04Y',2.003139e+02,'distractor05X',1.995192e+02,'distractor05Y',1.993993e+02,'distractor06X',2.008912e+02,'distractor06Y',1.993462e+02,'distractor07X',1.999043e+02,'distractor07Y',2.007412e+02,'distractorPerTrial',003,'targetLocation',003	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\022, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)	pic(.\stim\059, 0, 0)
29	'targetImageID',058,'distractorImageID',023,'targetImageFile','.\stim\058','distractorImageFile','.\stim\023','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.201228e+01,'targetY',-1.275198e+01,'distractor01X',1.079646e+01,'distractor01Y',1.209785e+01,'distractor02X',5.349055e+00,'distractor02Y',3.912772e+00,'distractor03X',5.570544e+00,'distractor03Y',-5.592818e+00,'distractor04X',2.008411e+02,'distractor04Y',2.009681e+02,'distractor05X',1.991988e+02,'distractor05Y',2.003810e+02,'distractor06X',1.990270e+02,'distractor06Y',2.009925e+02,'distractor07X',1.992573e+02,'distractor07Y',1.993230e+02,'distractorPerTrial',003,'targetLocation',004	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\058, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)	pic(.\stim\023, 0, 0)
30	'targetImageID',049,'distractorImageID',032,'targetImageFile','.\stim\049','distractorImageFile','.\stim\032','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.099612e+01,'targetY',1.209608e+01,'distractor01X',5.986263e+00,'distractor01Y',3.933508e+00,'distractor02X',6.151995e+00,'distractor02Y',-4.630732e+00,'distractor03X',1.180385e+01,'distractor03Y',-1.289459e+01,'distractor04X',1.998353e+02,'distractor04Y',1.991780e+02,'distractor05X',2.009331e+02,'distractor05Y',1.990269e+02,'distractor06X',2.005505e+02,'distractor06Y',2.000075e+02,'distractor07X',2.002044e+02,'distractor07Y',1.992733e+02,'distractorPerTrial',003,'targetLocation',001	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\049, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)	pic(.\stim\032, 0, 0)
31	'targetImageID',076,'distractorImageID',005,'targetImageFile','.\stim\076','distractorImageFile','.\stim\005','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.169061e+00,'targetY',5.596560e+00,'distractor01X',5.202841e+00,'distractor01Y',-4.922417e+00,'distractor02X',1.195415e+01,'distractor02Y',-1.227826e+01,'distractor03X',1.030304e+01,'distractor03Y',1.121872e+01,'distractor04X',2.002792e+02,'distractor04Y',1.998274e+02,'distractor05X',2.003974e+02,'distractor05Y',2.008974e+02,'distractor06X',1.996930e+02,'distractor06Y',2.001006e+02,'distractor07X',1.996231e+02,'distractor07Y',2.002159e+02,'distractorPerTrial',003,'targetLocation',002	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\076, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\005, 0, 0)	pic(.\stim\005, 0, 0)
32	'targetImageID',004,'distractorImageID',077,'targetImageFile','.\stim\004','distractorImageFile','.\stim\077','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.327220e+00,'targetY',-4.738951e+00,'distractor01X',1.200475e+01,'distractor01Y',-1.173770e+01,'distractor02X',1.130044e+01,'distractor02Y',1.129892e+01,'distractor03X',5.159231e+00,'distractor03Y',5.073109e+00,'distractor04X',2.006529e+02,'distractor04Y',2.006290e+02,'distractor05X',2.007685e+02,'distractor05Y',2.007534e+02,'distractor06X',1.994010e+02,'distractor06Y',2.005802e+02,'distractor07X',2.009802e+02,'distractor07Y',2.004294e+02,'distractorPerTrial',003,'targetLocation',003	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\004, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)	pic(.\stim\077, 0, 0)
33	'targetImageID',040,'distractorImageID',041,'targetImageFile','.\stim\040','distractorImageFile','.\stim\041','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.184214e+01,'targetY',-1.271660e+01,'distractor01X',1.183433e+01,'distractor01Y',1.247007e+01,'distractor02X',5.224804e+00,'distractor02Y',5.239113e+00,'distractor03X',5.296201e+00,'distractor03Y',-4.595420e+00,'distractor04X',2.000140e+02,'distractor04Y',2.005036e+02,'distractor05X',1.994365e+02,'distractor05Y',2.006353e+02,'distractor06X',1.993299e+02,'distractor06Y',1.992892e+02,'distractor07X',1.995008e+02,'distractor07Y',1.993836e+02,'distractorPerTrial',003,'targetLocation',004	1	3	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\040, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)
34	'targetImageID',045,'distractorImageID',036,'targetImageFile','.\stim\045','distractorImageFile','.\stim\036','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.187682e+01,'targetY',1.176966e+01,'distractor01X',6.588902e+00,'distractor01Y',5.196810e+00,'distractor02X',5.000290e+00,'distractor02Y',-5.027207e+00,'distractor03X',1.020653e+01,'distractor03Y',-1.162658e+01,'distractor04X',1.993152e+02,'distractor04Y',2.008549e+02,'distractor05X',1.992355e+02,'distractor05Y',1.998385e+02,'distractor06X',1.994991e+02,'distractor06Y',1.995842e+02,'distractor07X',1.990426e+02,'distractor07Y',1.990765e+02,'distractorPerTrial',003,'targetLocation',001	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\045, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)
35	'targetImageID',066,'distractorImageID',015,'targetImageFile','.\stim\066','distractorImageFile','.\stim\015','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.603002e+00,'targetY',5.434529e+00,'distractor01X',5.316536e+00,'distractor01Y',-5.380821e+00,'distractor02X',1.071315e+01,'distractor02Y',-1.134865e+01,'distractor03X',1.073213e+01,'distractor03Y',1.135831e+01,'distractor04X',2.009816e+02,'distractor04Y',1.998304e+02,'distractor05X',1.991549e+02,'distractor05Y',2.005794e+02,'distractor06X',2.001695e+02,'distractor06Y',1.992455e+02,'distractor07X',2.000963e+02,'distractor07Y',2.007177e+02,'distractorPerTrial',003,'targetLocation',002	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\066, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\015, 0, 0)	pic(.\stim\015, 0, 0)
36	'targetImageID',008,'distractorImageID',073,'targetImageFile','.\stim\008','distractorImageFile','.\stim\073','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.288159e+00,'targetY',-5.312744e+00,'distractor01X',1.048440e+01,'distractor01Y',-1.219039e+01,'distractor02X',1.151395e+01,'distractor02Y',1.125303e+01,'distractor03X',5.069918e+00,'distractor03Y',5.585069e+00,'distractor04X',1.996531e+02,'distractor04Y',1.991556e+02,'distractor05X',2.006906e+02,'distractor05Y',1.992480e+02,'distractor06X',1.996151e+02,'distractor06Y',1.997927e+02,'distractor07X',2.006319e+02,'distractor07Y',2.005907e+02,'distractorPerTrial',003,'targetLocation',003	1	4	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\008, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)	pic(.\stim\073, 0, 0)
