Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
148	'targetImageID',099,'distractorImageID',099,'targetImageFile','.\stim\099','distractorImageFile','.\stim\099','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',-05,'distractor01Y',000,'distractor02X',-05,'distractor02Y',005,'distractor03X',005,'distractor03Y',005,'distractor04X',000,'distractor04Y',-05,'distractor05X',005,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',-05,'distractor07X',000,'distractor07Y',005,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\099, 0, 0)	pic(.\stim\099, 0, 0)	pic(.\stim\099, 0, 0)	pic(.\stim\099, 0, 0)	pic(.\stim\099, 0, 0)	pic(.\stim\099, 0, 0)	pic(.\stim\099, 0, 0)	pic(.\stim\099, 0, 0)
149	'targetImageID',040,'distractorImageID',040,'targetImageFile','.\stim\040','distractorImageFile','.\stim\040','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',-05,'distractor01Y',000,'distractor02X',005,'distractor02Y',005,'distractor03X',005,'distractor03Y',000,'distractor04X',-05,'distractor04Y',-05,'distractor05X',000,'distractor05Y',-05,'distractor06X',005,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)	pic(.\stim\040, 0, 0)
150	'targetImageID',095,'distractorImageID',095,'targetImageFile','.\stim\095','distractorImageFile','.\stim\095','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',005,'distractor01Y',000,'distractor02X',-05,'distractor02Y',005,'distractor03X',000,'distractor03Y',005,'distractor04X',005,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',-05,'distractor06X',000,'distractor06Y',-05,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\095, 0, 0)	pic(.\stim\095, 0, 0)	pic(.\stim\095, 0, 0)	pic(.\stim\095, 0, 0)	pic(.\stim\095, 0, 0)	pic(.\stim\095, 0, 0)	pic(.\stim\095, 0, 0)	pic(.\stim\095, 0, 0)
151	'targetImageID',066,'distractorImageID',066,'targetImageFile','.\stim\066','distractorImageFile','.\stim\066','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',-05,'distractor01X',005,'distractor01Y',005,'distractor02X',005,'distractor02Y',000,'distractor03X',-05,'distractor03Y',000,'distractor04X',000,'distractor04Y',005,'distractor05X',-05,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',005,'distractor07X',000,'distractor07Y',-05,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)
152	'targetImageID',038,'distractorImageID',062,'targetImageFile','.\stim\038','distractorImageFile','.\stim\062','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',005,'distractor01Y',000,'distractor02X',000,'distractor02Y',005,'distractor03X',005,'distractor03Y',-05,'distractor04X',-05,'distractor04Y',-05,'distractor05X',000,'distractor05Y',-05,'distractor06X',005,'distractor06Y',005,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\038, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)
153	'targetImageID',061,'distractorImageID',039,'targetImageFile','.\stim\061','distractorImageFile','.\stim\039','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',005,'distractor01X',-05,'distractor01Y',000,'distractor02X',000,'distractor02Y',005,'distractor03X',005,'distractor03Y',005,'distractor04X',005,'distractor04Y',000,'distractor05X',-05,'distractor05Y',-05,'distractor06X',005,'distractor06Y',-05,'distractor07X',000,'distractor07Y',-05,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\061, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)	pic(.\stim\039, 0, 0)
154	'targetImageID',002,'distractorImageID',098,'targetImageFile','.\stim\002','distractorImageFile','.\stim\098','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',005,'distractor01X',000,'distractor01Y',005,'distractor02X',-05,'distractor02Y',000,'distractor03X',005,'distractor03Y',-05,'distractor04X',005,'distractor04Y',000,'distractor05X',005,'distractor05Y',005,'distractor06X',000,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',-05,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\002, 0, 0)	pic(.\stim\098, 0, 0)	pic(.\stim\098, 0, 0)	pic(.\stim\098, 0, 0)	pic(.\stim\098, 0, 0)	pic(.\stim\098, 0, 0)	pic(.\stim\098, 0, 0)	pic(.\stim\098, 0, 0)
155	'targetImageID',076,'distractorImageID',024,'targetImageFile','.\stim\076','distractorImageFile','.\stim\024','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',-05,'distractor01X',005,'distractor01Y',000,'distractor02X',-05,'distractor02Y',005,'distractor03X',-05,'distractor03Y',-05,'distractor04X',-05,'distractor04Y',000,'distractor05X',000,'distractor05Y',005,'distractor06X',000,'distractor06Y',-05,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\076, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)	pic(.\stim\024, 0, 0)
156	'targetImageID',026,'distractorImageID',074,'targetImageFile','.\stim\026','distractorImageFile','.\stim\074','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',-05,'distractor01Y',005,'distractor02X',-05,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',000,'distractor04X',000,'distractor04Y',-05,'distractor05X',005,'distractor05Y',005,'distractor06X',000,'distractor06Y',005,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\026, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)
157	'targetImageID',091,'distractorImageID',009,'targetImageFile','.\stim\091','distractorImageFile','.\stim\009','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',000,'distractor01Y',005,'distractor02X',-05,'distractor02Y',005,'distractor03X',-05,'distractor03Y',000,'distractor04X',005,'distractor04Y',005,'distractor05X',-05,'distractor05Y',-05,'distractor06X',000,'distractor06Y',-05,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	14	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\091, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)	pic(.\stim\009, 0, 0)
158	'targetImageID',076,'distractorImageID',076,'targetImageFile','.\stim\076','distractorImageFile','.\stim\076','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',-05,'distractor01Y',005,'distractor02X',-05,'distractor02Y',-05,'distractor03X',000,'distractor03Y',-05,'distractor04X',000,'distractor04Y',005,'distractor05X',005,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',000,'distractor07X',005,'distractor07Y',000,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)
159	'targetImageID',029,'distractorImageID',029,'targetImageFile','.\stim\029','distractorImageFile','.\stim\029','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',005,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',000,'distractor03Y',005,'distractor04X',-05,'distractor04Y',005,'distractor05X',005,'distractor05Y',005,'distractor06X',000,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',-05,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)	pic(.\stim\029, 0, 0)
160	'targetImageID',089,'distractorImageID',089,'targetImageFile','.\stim\089','distractorImageFile','.\stim\089','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',-05,'distractor01Y',-05,'distractor02X',000,'distractor02Y',-05,'distractor03X',000,'distractor03Y',005,'distractor04X',-05,'distractor04Y',000,'distractor05X',005,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',005,'distractor07X',005,'distractor07Y',000,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\089, 0, 0)	pic(.\stim\089, 0, 0)	pic(.\stim\089, 0, 0)	pic(.\stim\089, 0, 0)	pic(.\stim\089, 0, 0)	pic(.\stim\089, 0, 0)	pic(.\stim\089, 0, 0)	pic(.\stim\089, 0, 0)
161	'targetImageID',085,'distractorImageID',085,'targetImageFile','.\stim\085','distractorImageFile','.\stim\085','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',000,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',005,'distractor03Y',005,'distractor04X',005,'distractor04Y',-05,'distractor05X',000,'distractor05Y',005,'distractor06X',-05,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\085, 0, 0)	pic(.\stim\085, 0, 0)	pic(.\stim\085, 0, 0)	pic(.\stim\085, 0, 0)	pic(.\stim\085, 0, 0)	pic(.\stim\085, 0, 0)	pic(.\stim\085, 0, 0)	pic(.\stim\085, 0, 0)
162	'targetImageID',016,'distractorImageID',016,'targetImageFile','.\stim\016','distractorImageFile','.\stim\016','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',-05,'distractor01Y',005,'distractor02X',000,'distractor02Y',005,'distractor03X',-05,'distractor03Y',000,'distractor04X',005,'distractor04Y',000,'distractor05X',-05,'distractor05Y',-05,'distractor06X',000,'distractor06Y',-05,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)	pic(.\stim\016, 0, 0)
163	'targetImageID',055,'distractorImageID',055,'targetImageFile','.\stim\055','distractorImageFile','.\stim\055','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',-05,'distractor01Y',-05,'distractor02X',000,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',000,'distractor04X',-05,'distractor04Y',005,'distractor05X',005,'distractor05Y',-05,'distractor06X',005,'distractor06Y',005,'distractor07X',000,'distractor07Y',005,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)	pic(.\stim\055, 0, 0)
164	'targetImageID',052,'distractorImageID',048,'targetImageFile','.\stim\052','distractorImageFile','.\stim\048','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',-05,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',-05,'distractor03Y',005,'distractor04X',000,'distractor04Y',005,'distractor05X',005,'distractor05Y',005,'distractor06X',005,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\052, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\048, 0, 0)	pic(.\stim\048, 0, 0)
165	'targetImageID',055,'distractorImageID',045,'targetImageFile','.\stim\055','distractorImageFile','.\stim\045','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',000,'distractor01Y',-05,'distractor02X',-05,'distractor02Y',005,'distractor03X',-05,'distractor03Y',-05,'distractor04X',-05,'distractor04Y',000,'distractor05X',005,'distractor05Y',005,'distractor06X',000,'distractor06Y',005,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\055, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\045, 0, 0)	pic(.\stim\045, 0, 0)
166	'targetImageID',024,'distractorImageID',076,'targetImageFile','.\stim\024','distractorImageFile','.\stim\076','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',000,'distractor01X',000,'distractor01Y',005,'distractor02X',-05,'distractor02Y',000,'distractor03X',005,'distractor03Y',-05,'distractor04X',-05,'distractor04Y',-05,'distractor05X',005,'distractor05Y',005,'distractor06X',-05,'distractor06Y',005,'distractor07X',000,'distractor07Y',-05,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\024, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)	pic(.\stim\076, 0, 0)
167	'targetImageID',030,'distractorImageID',070,'targetImageFile','.\stim\030','distractorImageFile','.\stim\070','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',005,'distractor01Y',000,'distractor02X',005,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',000,'distractor04X',000,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',-05,'distractor06X',000,'distractor06Y',005,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	15	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\030, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)
